PH5553	Physics of Quantum Computing	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH5663	Physics of Alternative Energy	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6153	Theoretical Mechanics I	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6163	Theoretical Mechanics II	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6243	Electromagnetic Theory I	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6253	Electromagnetic Theory II	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6403	Physical Concepts of Polymer Nanocomposites	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6513	Introduction to Solid-State Physics I	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6523	Introduction to Solid-State Physics II	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6553	Advanced Quantum Computing	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6633	Statistical Mechanics I	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6643	Statistical Mechanics II	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH6683	Quantum Mechancis II	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH8013	Selected Topics in Advanced Physics	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH8023	Selected Topics in Advanced Physics	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH9983	Thesis For Master of Science Degree in Physics	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
PH9993	Research in Physics	EAP	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BTE6013	Biotechnology and the Pharmaceutical Industry	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BTE6023	Biotechnology and Health Care	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BTE6033	Biosensors and Biochips	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BTE6043	Biocatalysis in Industry	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG7703	Entrepreneurship	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG6093	Accounting & Finance	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG7871	Introduction to Managing Intellectual Property	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG7873	Manging Intellectual Property & Intellectual Capital	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG8203	Project Management	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG8653	Managing Technological Change & Innovation	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG8711	Intro to Entrepreneurial Finance	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG8713	Entrepreneurial Finance	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG8721	Introduction to Managing Growing Enterprises	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG8731	Intro to Corporate Entrepreneurship	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG8741	Introduction to Entrepreneurial Marketing & Sales	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
MG8743	Entrepreneurial Marketing & Sales	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
JW6003	Introduction to Technical Communication	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BT9433	Protein Engineering	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BE6703	Materials in Medicine	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
CM7923	Natural Polymers and Materials	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
CM8213	Bioanalytical Chemistry	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BE6013	Molecular Immunology	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
CM9423	Biochemistry II	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BE6023	Cellular and Molecular Neuroscience	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BT7013	Special Topics in Biotechnology	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BTE9503	Project in Biotechnology and Entrepreneurship I	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BTE9513	Project in Biotechnology and Entrepreneurship II	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
BTE9523	Project in Biotechnology and Entrepreneurship III	BAE	Master	NYPOLY	123	XXXXXXXXX	2012-01-12
